B;ESP;N.TORA;Libra;A;11;5;5,0;54;55;50;51
﻿B;ESP;N.TORA;Libra;B;11;5;4,7;51;50;48;48
﻿B;ESP;N.TORA;Libra;C;11;5;5,9;48;46;45;42
B;ESP;N.TORA;Libra;A;12;5;6,5;62;62;56;56
B;ESP;N.TORA;Libra;B;12;5;6,6;56;56;53;54
B;ESP;N.TORA;Libra;C;12;5;4,8;53;54;49;50
B;ESP;N.TORA;Libra;A;13;5;4,2;65;66;59;60
B;ESP;N.TORA;Libra;B;13;5;5,5;61;59;56;57
B;ESP;N.TORA;Libra;A;14;5;5,1;68;68;64;62
B;ESP;N.TORA;Libra;B;14;5;5,5;62;64;56;60
B;ESP;N.TORA;Libra;C;14;5;4,3;60;59;55;56
B;ESP;N.TORA;Tamarindo;A;23;5;5,1;65;64;57;59
B;ESP;N.TORA;Tamarindo;B;23;5;5,4;60;61;56;55
B;ESP;N.TORA;Tamarindo;C;23;5;6,7;56;56;50;51
B;ESP;N.TORA;Roxinho;A;24;5;3,4;59;59;54;53
B;ESP;N.TORA;Roxinho;B;24;5;3,6;54;52;51;50
B;ESP;N.TORA;Roxinho;C;24;5;3,2;51;49;46;47
B;ESP;N.TORA;Ipê;A;42;5;4,8;70;69;64;65
B;ESP;N.TORA;Ipê;B;42;5;5,7;65;66;60;59
B;ESP;N.TORA;Ipê;C;42;5;4,2;60;59;55;56
B;ESP;N.TORA;Cajú-da-mata;A;51;5;5,9;66;69;63;62
B;ESP;N.TORA;Cajú-da-mata;B;51;5;5,1;63;61;59;57
B;ESP;N.TORA;Cajú-da-mata;C;51;5;5,2;57;59;55;53
B;ESP;N.TORA;Embira sangue;A;52;5;5,4;78;75;72;71
B;ESP;N.TORA;Embira sangue;B;52;5;4,6;71;74;66;68
B;ESP;N.TORA;Embira sangue;C;52;5;5,6;65;66;62;61
B;ESP;N.TORA;Embireira;A;56;5;5,8;109;112;101;106
B;ESP;N.TORA;Embireira;B;56;5;4,1;105;102;94;94
B;ESP;N.TORA;Embireira;C;56;5;4,7;96;93;87;87
B;ESP;N.TORA;Ipê;A;1;6;5,3;69;68;64;63
B;ESP;N.TORA;Ipê;B;1;6;7,1;63;62;60;59
B;ESP;N.TORA;Ipê;C;1;6;5,5;60;57;54;53
B;ESP;N.TORA;Taxi;A;2;6;4,5;62;64;59;59
B;ESP;N.TORA;Taxi;B;2;6;5,3;60;61;55;54
B;ESP;N.TORA;Taxi;C;2;6;4,3;56;56;51;52
B;ESP;N.TORA;Libra;A;3;6;5,0;62;63;57;59
B;ESP;N.TORA;Libra;B;3;6;4,9;56;56;55;55
B;ESP;N.TORA;Libra;C;3;6;4,5;52;53;49;50
B;ESP;N.TORA;Copaíba;A;34;6;6,0;81;83;76;76
B;ESP;N.TORA;Copaíba;B;34;6;5,6;77;76;72;73
B;ESP;N.TORA;Caroba;A;35;6;4,5;61;59;56;56
B;ESP;N.TORA;Caroba;B;35;6;4,7;56;56;52;52
B;ESP;N.TORA;Caroba;C;35;6;3,4;52;51;48;48
B;ESP;N.TORA;Canelão;A;45;6;4,1;63;64;57;57
B;ESP;N.TORA;Canelão;B;45;6;4,8;57;56;55;52
B;ESP;N.TORA;Canelão;C;45;6;5,3;54;52;49;49
B;ESP;N.TORA;Garapeira;A;50;6;5,4;74;73;66;66
B;ESP;N.TORA;Garapeira;B;50;6;5,6;69;70;64;64
B;ESP;N.TORA;Garapeira;C;50;6;4,6;62;61;56;57
B;ESP;N.TORA;Embireira;A;52;6;7,3;135;135;125;121
B;ESP;N.TORA;Embireira;B;52;6;6,3;124;120;114;115
B;ESP;N.TORA;Embireira;C;52;6;6,0;115;110;107;102
B;ESP;N.TORA;Embireira;A;8;7;6,1;107;104;99;97
B;ESP;N.TORA;Embireira;B;8;7;5,8;96;98;91;88
B;ESP;N.TORA;Embireira;C;8;7;7,8;91;90;87;85
B;ESP;N.TORA;Mirindiba;A;9;7;4,3;62;61;56;56
B;ESP;N.TORA;Mirindiba;B;9;7;3,9;56;56;52;54
B;ESP;N.TORA;Mirindiba;C;9;7;4,5;53;52;49;49
B;ESP;N.TORA;Tamboril;A;36;7;6,3;106;107;102;99
B;ESP;N.TORA;Tamboril;B;36;7;5,8;102;101;94;93
B;ESP;N.TORA;Tamboril;C;36;7;5,6;92;90;88;87
B;ESP;N.TORA;Libra;A;40;7;3,8;62;61;56;56
B;ESP;N.TORA;Libra;B;40;7;4,4;56;55;52;52
B;ESP;N.TORA;Libra;C;40;7;3,4;50;53;48;48
B;ESP;N.TORA;Pequi;A;44;7;5,6;85;83;77;78
B;ESP;N.TORA;Pequi;B;44;7;5,9;76;77;72;70
B;ESP;N.TORA;Mirindiba;A;49;7;6,4;65;66;60;60
B;ESP;N.TORA;Mirindiba;B;49;7;4,9;60;57;54;55
B;ESP;N.TORA;Mirindiba;C;49;7;5,1;54;55;52;51
B;ESP;N.TORA;Canelão;A;4;8;6,5;71;70;66;64
B;ESP;N.TORA;Canelão;B;4;8;5,0;67;67;60;62
B;ESP;N.TORA;Canelão;C;4;8;5,7;61;61;55;55
B;ESP;N.TORA;Libra;A;30;8;3,3;77;77;74;75
B;ESP;N.TORA;Libra;B;30;8;4,3;74;72;67;68
B;ESP;N.TORA;Libra;C;30;8;3,3;69;68;63;63
B;ESP;N.TORA;Libra;A;37;8;4,2;68;68;63;62
B;ESP;N.TORA;Libra;B;37;8;4,5;63;64;60;56
B;ESP;N.TORA;Libra;C;37;8;4,8;56;60;55;55
B;ESP;N.TORA;Libra;A;38;8;3,9;68;70;66;63
B;ESP;N.TORA;Libra;B;38;8;3,2;67;64;62;59
B;ESP;N.TORA;Libra;C;38;8;3,4;62;59;55;56
B;ESP;N.TORA;Bandarra;A;40;8;5,9;60;62;55;54
B;ESP;N.TORA;Bandarra;B;40;8;5,0;54;55;53;52
B;ESP;N.TORA;Maracatiara;A;50;8;7,1;67;69;62;65
B;ESP;N.TORA;Maracatiara;B;50;8;6,5;64;63;57;59
B;ESP;N.TORA;Maracatiara;C;50;8;6,2;57;56;54;55
B;ESP;N.TORA;Libra;A;54;8;3,6;77;76;71;69
B;ESP;N.TORA;Libra;B;54;8;4,7;72;72;66;65
B;ESP;N.TORA;Libra;C;54;8;3,9;67;66;61;59
B;ESP;N.TORA;Pequi;A;2;9;4,1;66;69;64;62
B;ESP;N.TORA;Pequi;B;2;9;5,9;64;65;60;59
B;ESP;N.TORA;Pequi;C;2;9;5,7;57;59;54;54
B;ESP;N.TORA;Ipê;A;4;9;7,0;66;63;59;59
B;ESP;N.TORA;Ipê;B;4;9;6,4;60;61;55;56
B;ESP;N.TORA;Ipê;C;4;9;5,6;56;56;52;52
B;ESP;N.TORA;Orelha-de-macaco;A;10;9;5,5;64;65;62;59
B;ESP;N.TORA;Orelha-de-macaco;B;10;9;5,3;59;60;56;56
B;ESP;N.TORA;Orelha-de-macaco;C;10;9;6,1;56;56;51;52
B;ESP;N.TORA;Maracatiara;A;11;9;6,9;60;61;57;57
B;ESP;N.TORA;Maracatiara;B;11;9;6,6;56;57;52;52
B;ESP;N.TORA;Maracatiara;C;11;9;8,2;53;53;50;49
B;ESP;N.TORA;Libra;A;12;9;3,8;71;70;64;63
B;ESP;N.TORA;Libra;B;12;9;4,8;66;63;59;61
B;ESP;N.TORA;Libra;C;12;9;4,1;60;59;54;55
B;ESP;N.TORA;Canelão;A;17;9;4,7;78;78;74;73
B;ESP;N.TORA;Canelão;B;17;9;4,3;76;75;67;70
B;ESP;N.TORA;Canelão;C;17;9;4,5;71;70;65;65
B;ESP;N.TORA;Libra;A;28;9;4,7;50;50;47;47
B;ESP;N.TORA;Libra;B;28;9;4,6;48;48;45;44
B;ESP;N.TORA;Libra;C;28;9;4,3;44;43;40;40
B;ESP;N.TORA;Canelão;A;30;9;4,5;87;86;82;78
B;ESP;N.TORA;Canelão;B;30;9;4,7;79;80;76;76
B;ESP;N.TORA;Canelão;C;30;9;4,8;74;76;68;71
B;ESP;N.TORA;Maracatiara;A;38;9;7,3;51;52;48;46
B;ESP;N.TORA;Maracatiara;B;38;9;6,2;48;47;43;44
B;ESP;N.TORA;Maracatiara;C;38;9;5,8;45;45;41;40
B;ESP;N.TORA;Libra;A;39;9;5,5;56;56;51;50
B;ESP;N.TORA;Libra;B;39;9;5,3;50;52;48;48
B;ESP;N.TORA;Libra;C;39;9;5,9;46;48;43;44
B;ESP;N.TORA;Libra;A;40;9;3,4;61;61;56;54
B;ESP;N.TORA;Libra;B;40;9;3,9;56;56;52;52
B;ESP;N.TORA;Libra;C;40;9;3,6;52;51;49;49
B;ESP;N.TORA;Garapeira;A;43;9;3,6;63;63;61;60
B;ESP;N.TORA;Garapeira;B;43;9;3,9;59;61;55;55
B;ESP;N.TORA;Garapeira;C;43;9;4,0;56;56;51;53
B;ESP;N.TORA;Embireira;A;46;9;5,4;60;62;55;55
B;ESP;N.TORA;Embireira;B;46;9;4,5;56;56;52;51
B;ESP;N.TORA;Embireira;C;46;9;4,1;52;51;49;48
B;ESP;N.TORA;Libra;A;23;10;4,7;57;55;52;51
B;ESP;N.TORA;Libra;B;23;10;4,1;52;52;48;49
B;ESP;N.TORA;Libra;C;23;10;3,6;48;49;44;44
B;ESP;N.TORA;Libra;A;28;10;5,5;67;67;63;62
B;ESP;N.TORA;Libra;B;28;10;5,3;62;63;60;60
B;ESP;N.TORA;Libra;C;28;10;5,3;59;57;55;54
B;ESP;N.TORA;Xixá;A;35;10;5,1;68;66;62;63
B;ESP;N.TORA;Xixá;B;35;10;5,0;63;62;57;57
B;ESP;N.TORA;Xixá;C;35;10;5,9;56;56;53;53
B;ESP;N.TORA;Orelha-de-macaco;A;37;10;5,6;89;88;84;81
B;ESP;N.TORA;Orelha-de-macaco;B;37;10;6,8;83;80;76;75
B;ESP;N.TORA;Orelha-de-macaco;C;37;10;7,0;78;78;71;73
B;ESP;N.TORA;Maracatiara;A;38;10;6,2;55;54;49;50
B;ESP;N.TORA;Maracatiara;B;38;10;6,4;52;50;46;46
B;ESP;N.TORA;Maracatiara;C;38;10;5,0;46;48;43;45
B;ESP;N.TORA;Embireira;A;42;10;7,0;98;99;94;94
B;ESP;N.TORA;Embireira;B;42;10;6,9;94;91;88;85
B;ESP;N.TORA;Embireira;C;42;10;6,0;87;86;82;81
B;ESP;N.TORA;Embireira;A;48;10;5,5;68;65;63;63
B;ESP;N.TORA;Embireira;B;48;10;5,3;62;62;57;57
B;ESP;N.TORA;Embireira;C;48;10;6,6;59;57;54;55
B;ESP;N.TORA;Mirindiba;A;51;10;5,9;70;70;65;65
